source_row_id,sequence,label,split,split_seed
37,CCC(C)[C@H](NC(CN)NCC(N[C@@H](C)C(NCC(=O)O)N[C@@H](CCSC)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)CC)C(N[C@@H](C)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CN[C@@H](CCCCN)C(O)N[C@H](C(=O)O)C(C)C)C(N[C@@H](C)C(=O)O)N[C@@H](C)C(=O)O,0,val,42
38,C[C@H](NC(N[C@@H](C)C(N[C@@H](CCC(N[C@@H](CC(=O)O)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O)N[C@@H](CN[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H]1CCCN1)C(NCC(=O)O)N[C@@H](CO)C(=O)O,0,train,42
39,CCC(C)[C@H](NC(N[C@H](C(=O)O)C(C)C)[C@@H](NC(N[C@@H](CC(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](C)NC(N[C@@H](C)C(N[C@@H](CC(N)N[C@@H](CCC(N)=O)C(=O)O)C(=O)O)N[C@@H](C)C(N[C@@H](CCCCN)C(=O)O)N[C@H](C(=O)O)C(C)CC)[C@@H](NC(NCC(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CCCCN)C(N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O)[C@@H](N)Cc1ccccc1)C(C)C)C(C)C)C(=O)O,0,val,42
40,CC(C)C[C@H](NC(O)CNC(N[C@@H](CC(C)C)C(NCC(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@H](CC(C)C)NC(CN)N[C@@H](CC(C)C)C(NCC(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](C(C)N[C@@H](CC(C)C)C(=O)O)C(NCC(=O)O)N[C@@H](CC(N)=O)C(=O)O)C(=O)O,0,train,42
41,CCC(C)[C@H](NC(N[C@@H](CC(N)=O)C(=O)O)[C@H](CC(C)C)NC(N[C@@H](C(C)CC)C(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CC(C)C)NC(N[C@@H](CN1CCC[C@H]1C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)O)C(N[C@@H](C)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@@H](N)Cc1ccccc1)C(NCC(=O)O)N[C@@H](CO)C(=O)O,0,train,42
42,CCC(C)[C@H](NC(CNC(NCC(N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)O)[C@H](CS)NC(N[C@@H](C(C)N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)O)C(N[C@@H](CS)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](CC(C)C)NC(CN)N1CCC[C@H]1C(NCC(N[C@@H](C(C)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CCC(N[C@@H](CC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)O)C(NCC(=O)O)N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,0,train,42
43,CC(C)C[C@H](NC[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CCC(N)N[C@@H](C(C)N[C@H](C(=O)O)C(C)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O)C(=O)O,0,train,42
44,CSCC[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CCC(N)N[C@@H](CN[C@@H](Cc1ccccc1)C(=O)O)C(=O)O)NC([C@H](C)N)N1CCC[C@H]1C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(=O)O,0,train,42
45,CCC(C)[C@H](NC(N[C@@H](CCC(N[C@@H](C)C(=O)O)N[C@@H](CS)C(=O)O)C(NCC(=O)O)N[C@@H](CS)C(=O)O)[C@H](Cc1cnc[nH]1)NC[C@H](N)C(N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CS)C(N[C@@H](C)C(=O)O)N[C@@H](C)C(=O)O)C(=O)O,0,train,42
46,CSCC[C@H](NC(CC[C@H](NC([C@@H](N)CC(C)C)N1CCC[C@H]1C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,0,train,42
47,CCC(C)[C@H](NC(CN)N[C@@H](CCCCN)C(N[C@@H](C(C)CC)C(N[C@@H](CCCCN)C(=O)O)N[C@H](C(=O)O)C(C)CC)N[C@@H](CCCCN)C(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)C(N[C@@H](Cc1c[nH]c2ccccc12)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CC(NCC(N[C@@H](C)C(=O)O)N[C@@H](CO)C(=O)O)N[C@@H](C)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@H](C(=O)O)C(C)CC)C(N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CCCCN)C(O)N[C@@H](CCC(N)=O)C(=O)O,0,val,42
48,CCC(C)[C@H](NC(N[C@@H](C)C(N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CC(C)C)C(N[C@H](C(=O)O)C(C)CC)N[C@H](C(=O)O)C(C)CC)[C@H](Cc1ccccc1)NC([C@@H](N)Cc1ccccc1)N1CCC[C@H]1C(N[C@@H](Cc1ccccc1)C(N[C@@H](C(C)C)C(O)N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CCCNC(=N)N)C(N[C@@H](CO)C(=O)O)N1CCC[C@H]1C(=O)O)C(N[C@@H](C)C(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)N[C@@H](CCCCN)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CCCCN)C(=O)O,0,train,42
49,CSCC[C@H](NC(N[C@@H](CC(=O)O)C(=O)O)[C@H](CCC(NCC(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)NC(N)CC[C@H](N)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccc(N[C@@H](Cc2ccccc2)C(=O)O)cc1)C(=O)O)C(=O)O,0,train,42
50,CCC(C)[C@H](NC([C@H](C)NC(CC[C@H](N)C(NCC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CC(C)C)C(O)NCC(=O)O)N[C@@H](C)C(N[C@@H](Cc1ccccc1)C(=O)O)N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,0,val,42
51,CC(C)C[C@H](Nc1ccc(C[C@H](N)C(NCC(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)N[C@@H](CCCCN)C(O)N[C@@H](CCCNC(=N)N)C(=O)O)cc1)C(N[C@@H](Cc1c[nH]c2ccccc12)C(N[C@@H](CCCCN)C(=O)O)N1CCC[C@H]1C(=O)O)N[C@@H](CS)C(N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O,0,train,42
52,CCC(C)[C@H](NC(N[C@@H](CCSC)C(N[C@@H](CN[C@@H](CCCNC(=N)N)C(=O)O)C(NCC(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@@H](N)CCCCN)C(N[C@@H](C)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0,train,42
53,CSCC[C@H](N)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CCC(N)=O)C(=O)O)N1CCC[C@H]1C(=O)O,0,train,42
54,CC(C)C[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](C)NC(NCC(N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CCCNC(=N)N)NC(CN)NCC(N[C@@H](CO)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)C(=O)O,0,train,42
55,CC(C)C[C@H](NC(N[C@@H](CCC(=O)O)C(=O)O)[C@H](CCCCN)NC(N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CCCCN)NC[C@H](N)C(NCC(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(N)NCC(=O)O)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)C)C(=O)O,0,train,42
