source_row_id,sequence,type,label,split_seed
22,CCC(C)[C@H](NC(N[C@@H](CC(=O)O)C(=O)O)[C@H](Cc1ccccc1)NC(N)C[C@H](N)C(N[C@@H](CCC(NCC(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(N[C@@H](CO)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,SMILES,0,42
24,CCC(C)[C@H](NC(NCC(NCC(=O)O)N1CCC[C@H]1C(=O)O)[C@@H]1CCCN1C(N)C[C@H](N)C(N[C@@H](CC(C)C)C(NCC(NCC(=O)O)N[C@H](C(=O)O)C(C)CC)N[C@@H](C)C(N[C@@H](CO)C(=O)O)N1CCC[C@H]1C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](CCC(NCC(=O)O)N[C@H](C(=O)O)C(C)C)C(O)N[C@@H](CCC(N)=O)C(=O)O)C(NCC(=O)O)N[C@H](C(=O)O)C(C)O,SMILES,0,42
25,CSCC[C@H](NC(N[C@@H](Cc1ccc(NCC(=O)O)cc1)C(O)N[C@@H](CC(C)C)C(=O)O)[C@@H](N)CCCCN)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O,SMILES,0,42
26,CSCC[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H]1CCCN1C(N[C@@H](CN[C@@H](C(C)N[C@@H](CCCNC(=N)N)C(=O)O)C(O)N[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](N)CC(C)C)C(=O)O,SMILES,0,42
27,CSCC[C@H](N)C(N[C@@H](C(C)N[C@@H](C)C(=O)O)C(O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CCCNC(=N)N)C(NCC(=O)O)N[C@@H](CC(N)=O)C(=O)O,SMILES,0,42
28,CSCC[C@H](NC(NCC(=O)O)[C@H](CCC(N[C@H](C(=O)O)C(C)C)N1CCC[C@H]1C(=O)O)NC[C@H](N)C(N[C@@H](CCC(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)C(O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,SMILES,0,42
30,CC(C)C[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CC(N[C@@H](Cc1ccccc1)C(=O)O)N[C@H](C(=O)O)C(C)C)NC(CN)N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](CO)C(=O)O)C(=O)O,SMILES,0,42
32,CCC(C)[C@H](NC([C@@H](N)C(C)C)N1CCC[C@H]1C(N[C@@H](C)C(N[C@@H](CCSC)C(=O)O)N[C@@H](CCSC)C(=O)O)N[C@@H](CN[C@@H](CCC(N)=O)C(=O)O)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@H](C(=O)O)C(C)CC)C(N[C@@H](C(C)C)C(N[C@@H](CCC(N[C@@H](CS)C(=O)O)N[C@@H](CCCCN)C(=O)O)C(=O)O)N[C@@H](C)C(N[C@@H](CO)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](C(C)C)C(N[C@@H](CS)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](C)C(=O)O,SMILES,0,42
34,CSCC[C@H](N)C(N[C@@H](C)C(N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](C(C)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SMILES,0,42
38,C[C@H](NC(N[C@@H](C)C(N[C@@H](CCC(N[C@@H](CC(=O)O)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O)N[C@@H](CN[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H]1CCCN1)C(NCC(=O)O)N[C@@H](CO)C(=O)O,SMILES,0,42
40,CC(C)C[C@H](NC(O)CNC(N[C@@H](CC(C)C)C(NCC(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@H](CC(C)C)NC(CN)N[C@@H](CC(C)C)C(NCC(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](C(C)N[C@@H](CC(C)C)C(=O)O)C(NCC(=O)O)N[C@@H](CC(N)=O)C(=O)O)C(=O)O,SMILES,0,42
41,CCC(C)[C@H](NC(N[C@@H](CC(N)=O)C(=O)O)[C@H](CC(C)C)NC(N[C@@H](C(C)CC)C(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CC(C)C)NC(N[C@@H](CN1CCC[C@H]1C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)O)C(N[C@@H](C)C(N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(N[C@@H](CC(C)C)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@@H](N)Cc1ccccc1)C(NCC(=O)O)N[C@@H](CO)C(=O)O,SMILES,0,42
42,CCC(C)[C@H](NC(CNC(NCC(N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)O)[C@H](CS)NC(N[C@@H](C(C)N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)O)C(N[C@@H](CS)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](CC(C)C)NC(CN)N1CCC[C@H]1C(NCC(N[C@@H](C(C)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CCC(N[C@@H](CC(N)=O)C(=O)O)N[C@H](C(=O)O)C(C)O)C(NCC(=O)O)N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,SMILES,0,42
43,CC(C)C[C@H](NC[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CCC(N)N[C@@H](C(C)N[C@H](C(=O)O)C(C)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O)C(=O)O,SMILES,0,42
44,CSCC[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CCC(N)N[C@@H](CN[C@@H](Cc1ccccc1)C(=O)O)C(=O)O)NC([C@H](C)N)N1CCC[C@H]1C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(=O)O,SMILES,0,42
45,CCC(C)[C@H](NC(N[C@@H](CCC(N[C@@H](C)C(=O)O)N[C@@H](CS)C(=O)O)C(NCC(=O)O)N[C@@H](CS)C(=O)O)[C@H](Cc1cnc[nH]1)NC[C@H](N)C(N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CS)C(N[C@@H](C)C(=O)O)N[C@@H](C)C(=O)O)C(=O)O,SMILES,0,42
46,CSCC[C@H](NC(CC[C@H](NC([C@@H](N)CC(C)C)N1CCC[C@H]1C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,SMILES,0,42
48,CCC(C)[C@H](NC(N[C@@H](C)C(N[C@@H](C(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](CS)C(=O)O)N[C@@H](CC(C)C)C(N[C@H](C(=O)O)C(C)CC)N[C@H](C(=O)O)C(C)CC)[C@H](Cc1ccccc1)NC([C@@H](N)Cc1ccccc1)N1CCC[C@H]1C(N[C@@H](Cc1ccccc1)C(N[C@@H](C(C)C)C(O)N[C@@H](CS)C(=O)O)N[C@H](C(=O)O)C(C)C)N[C@@H](CCCNC(=N)N)C(N[C@@H](CO)C(=O)O)N1CCC[C@H]1C(=O)O)C(N[C@@H](C)C(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)N[C@@H](CCCCN)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](CCCCN)C(=O)O,SMILES,0,42
49,CSCC[C@H](NC(N[C@@H](CC(=O)O)C(=O)O)[C@H](CCC(NCC(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)NC(N)CC[C@H](N)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccc(N[C@@H](Cc2ccccc2)C(=O)O)cc1)C(=O)O)C(=O)O,SMILES,0,42
51,CC(C)C[C@H](Nc1ccc(C[C@H](N)C(NCC(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](C(C)N[C@@H](CS)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)N[C@@H](CCCCN)C(O)N[C@@H](CCCNC(=N)N)C(=O)O)cc1)C(N[C@@H](Cc1c[nH]c2ccccc12)C(N[C@@H](CCCCN)C(=O)O)N1CCC[C@H]1C(=O)O)N[C@@H](CS)C(N1CCC[C@H]1C(=O)O)N1CCC[C@H]1C(=O)O,SMILES,0,42
52,CCC(C)[C@H](NC(N[C@@H](CCSC)C(N[C@@H](CN[C@@H](CCCNC(=N)N)C(=O)O)C(NCC(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N1CCC[C@H]1C(N[C@@H](CCC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)[C@@H](N)CCCCN)C(N[C@@H](C)C(N[C@@H](CCCCN)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,SMILES,0,42
53,CSCC[C@H](N)C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CCC(N)=O)C(=O)O)N1CCC[C@H]1C(=O)O,SMILES,0,42
54,CC(C)C[C@H](NC(N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](C)NC(NCC(N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CCCNC(=N)N)NC(CN)NCC(N[C@@H](CO)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)C(=O)O,SMILES,0,42
55,CC(C)C[C@H](NC(N[C@@H](CCC(=O)O)C(=O)O)[C@H](CCCCN)NC(N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](CCCCN)NC[C@H](N)C(NCC(N[C@@H](CCCCN)C(=O)O)N[C@@H](CC(N)NCC(=O)O)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CC(=O)O)C(=O)O)N[C@H](C(=O)O)C(C)C)C(=O)O,SMILES,0,42
56,CCC(C)[C@H](NC(N[C@H](C(=O)O)C(C)N[C@@H](CC(C)C)C(=O)O)[C@H](Cc1ccccc1)NC(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(C)C)C(=O)O)N1CCC[C@H]1C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)Cc1ccccc1)C(N[C@@H](CCCCN)C(=O)O)N[C@H](C(=O)O)C(C)C,SMILES,0,42
57,CSCC[C@H](N)C(N[C@@H](C)C(N[C@@H](CC(C)C)C(=O)O)N[C@@H](C)C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)O)N[C@@H](C)C(N[C@@H](C(C)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)N[C@@H](Cc1ccccc1)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SMILES,0,42
60,CC(C)C[C@H](NC(O)[C@@H]1CCCN1C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H]1CCCN1C(N[C@@H](CCC(N)N[C@@H](C)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](C)N)C(=O)O,SMILES,0,42
61,CC(C)C[C@H](NC([C@H](CCC(N)NCC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@H](C(=O)O)C(C)C)NC(N[C@@H](CC(C)C)C(N[C@@H](Cc1ccccc1)C(=O)O)N1CCC[C@H]1C(=O)O)[C@@H]1CCCN1)N1CCC[C@H]1C(=O)O)C(=O)O,SMILES,0,42
62,CSCC[C@H](NC[C@H](NC([C@H](C)N)N1CCC[C@H]1C(NCC(O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(NCC(=O)O)N[C@@H](CCSC)C(=O)O)C(=O)O,SMILES,0,42
63,CCC(C)[C@H](NC(C[C@H](NC(C[C@H](N)C(N[C@@H](C)C(=O)O)N[C@@H](CO)C(=O)O)N[C@@H](CN[C@@H](CCC(N)=O)C(=O)O)C(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(=O)O)NCC(=O)O)C(=O)O,SMILES,0,42
64,CSCC[C@H](NC(CNC(CN)N[C@@H](CCCCN)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O,SMILES,0,42
65,CC(C)C[C@H](NC(N)CC[C@H](N)C(N[C@@H](C(C)N[C@@H](CO)C(=O)O)C(NCC(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(N[C@@H](CO)C(=O)O)N[C@H](C(=O)O)C(C)O,SMILES,0,42
66,CCC(C)[C@H](NC(N[C@@H](CCCCN)C(NCC(=O)O)N[C@H](C(=O)O)C(C)C)[C@H](CC(C)C)NC(CN)N[C@@H](CC(C)C)C(N[C@@H](C(C)N[C@@H](CCCCN)C(=O)O)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](CCC(N)N[C@@H](CCC(N[C@H](C(=O)O)C(C)C)N[C@H](C(=O)O)C(C)O)C(NCC(=O)O)N[C@H](C(=O)O)C(C)C)C(N[C@@H](CC(C)C)C(=O)O)N[C@@H](CCCCN)C(N[C@@H](CO)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(NCC(=O)O)N[C@@H](C)C(=O)O,SMILES,0,42
67,CCC(C)[C@H](NC(N[C@@H](C)C(=O)O)[C@@H](NC(N[C@@H](CCCCN)C(NCC(=O)O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](N)C(C)N[C@@H](CC(N[C@@H](CO)C(=O)O)N[C@@H](CCC(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)C)C(NCC(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)C(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(=O)O,SMILES,0,42
68,CC(O)[C@H](NC(N)CC[C@H](NC(N)CC[C@H](N)C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)N[C@@H](CC(N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](Cc1cnc[nH]1)C(=O)O)C(N[C@@H](CC(=O)O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(NCC(=O)O)N[C@@H](C)C(=O)O)C(=O)O,SMILES,0,42
69,CSCC[C@H](NC(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@H](CC(N)NCC(=O)O)NC(N[C@@H](CN[C@@H](Cc1ccccc1)C(=O)O)C(NCC(=O)O)N1CCC[C@H]1C(=O)O)[C@@H](N)CCC(NCC(N[C@@H](CCC(=O)O)C(=O)O)N[C@@H](CC(N)N[C@@H](CCCNC(=N)N)C(=O)O)C(O)N[C@@H](CC(C)C)C(=O)O)N[C@@H](C)C(N[C@@H](C)C(=O)O)N[C@@H](CCCCN)C(=O)O)C(=O)O,SMILES,0,42
70,CC(C)C[C@H](NC(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H]1CCCN1C([C@@H](N)Cc1ccccc1)N1CCC[C@H]1C(=O)O)C(=O)O,SMILES,0,42
71,CC(C)[C@H](NC([C@H](Cc1ccccc1)NC(N[C@@H](Cc1ccc(N[C@@H](CC(N)NCC(=O)O)C(=O)O)cc1)C(N[C@@H](CS)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](N)CS)N1CCC[C@H]1C(=O)O)C(=O)O,SMILES,0,42
72,CCC(C)[C@H](NC(CC[C@H](NC(N[C@@H](CC(NCC(=O)O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(N[C@@H](Cc1ccccc1)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](CCCCN)Nc1ccc(C[C@H](N)C(N[C@@H](C(C)C)C(N[C@@H](CCC(N)N2CCC[C@H]2C(=O)O)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(N)=O)C(=O)O)N[C@@H](CC(C)C)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc2ccccc2)C(=O)O)N[C@@H](CC(NCC(=O)O)N[C@@H](C)C(=O)O)C(NCC(=O)O)NCC(=O)O)cc1)C(N[C@@H](CO)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(=O)O,SMILES,0,42
73,NC(=O)C[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(N[C@@H](CNCC(=O)O)C(=O)O)N1CCC[C@H]1C(N[C@@H](CO)C(=O)O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,SMILES,0,42
74,CC(C)[C@H](NC(N[C@@H](CCC(N[C@@H](C)C(=O)O)N1CCC[C@H]1C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](N)Cc1ccc(N[C@@H](C)C(N[C@@H](CN[C@@H](CC(=O)O)C(=O)O)C(=O)O)N2CCC[C@H]2C(N[C@@H](C)C(=O)O)N[C@H](C(=O)O)C(C)O)cc1)C(N[C@@H](C)C(=O)O)N1CCC[C@H]1C(=O)O,SMILES,0,42
75,CC(C)C[C@H](NC(N[C@@H](CC(N)N1CCC[C@H]1C(=O)O)C(O)NCC(=O)O)[C@@H](NC(CN)N[C@@H](CC(C)C)C(N[C@@H](C)C(=O)O)N1CCC[C@H]1C(=O)O)C(C)NCC(N[C@@H](Cc1ccccc1)C(=O)O)N1CCC[C@H]1C(=O)O)C(=O)O,SMILES,0,42
77,CC(C)C[C@H](NC(C[C@H](NC[C@H](N)C(N[C@@H](Cc1ccc(NCC(=O)O)cc1)C(=O)O)N[C@@H](CC(C)C)C(=O)O)C(N[C@@H](C)C(=O)O)N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CCC(N)=O)C(=O)O)C(=O)O,SMILES,0,42
78,CC(C)C[C@H](NC(N[C@@H](CC(O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O)[C@H](Cc1c[nH]c2ccccc12)NC(N[C@@H](CCC(N)N[C@@H](CC(N)=O)C(=O)O)C(NCC(=O)O)N[C@@H](C)C(=O)O)[C@H](C)N)C(=O)O,SMILES,0,42
79,CC(C)C[C@H](NC(N[C@@H](Cc1ccccc1)C(=O)O)[C@H](CNCC(=O)O)NC(N[C@@H](C)C(N[C@@H](CO)C(=O)O)N[C@@H](CC(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O)C(O)N1CCC[C@H]1C(=O)O)[C@@H]1CCCN1)C(=O)O,SMILES,0,42
81,CSCC[C@H](NC[C@H](NC(N[C@@H](CC(=O)O)C(=O)O)[C@H](C)NC(N[C@@H](C)C(N[C@@H](CC(N)=O)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](C)N)C(N[C@@H](CCCNC(=N)N)C(=O)O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,SMILES,0,42
