source_row_id,sequence,type,label,split_seed
22,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,SMILES,1,88
23,CNCCC(Oc1ccccc1OC)c1ccccc1,SMILES,1,88
24,C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,SMILES,1,88
25,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,SMILES,1,88
26,CN1Cc2c(N)cccc2C(c2ccccc2)C1,SMILES,1,88
28,FCC(F)(F)F,SMILES,1,88
29,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,SMILES,1,88
30,O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1,SMILES,1,88
31,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,SMILES,1,88
32,CN(C)CCON=C1c2ccccc2CCc2ccccc21,SMILES,1,88
33,Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,SMILES,1,88
34,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,SMILES,1,88
35,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,SMILES,1,88
36,CCCCCCC(C)NN,SMILES,1,88
38,CC(C)N1CCOC(c2ccc(C(F)(F)F)cc2)C1,SMILES,1,88
39,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,SMILES,1,88
40,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,SMILES,1,88
41,NC(=O)CN1CC(O)CC1=O,SMILES,1,88
42,COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C,SMILES,1,88
43,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,SMILES,1,88
45,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,SMILES,1,88
46,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,SMILES,1,88
47,Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,SMILES,1,88
48,O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,SMILES,1,88
49,CC1OC(C)OC(C)O1,SMILES,1,88
51,C#CCN(C)Cc1ccccc1,SMILES,1,88
52,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,SMILES,1,88
54,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,SMILES,1,88
55,CC(OC(N)=O)C(C)C(C)OC(N)=O,SMILES,1,88
56,CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,SMILES,1,88
58,c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1,SMILES,1,88
61,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,SMILES,1,88
62,NC(=O)NC(=O)Cc1ccccc1,SMILES,1,88
63,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,SMILES,1,88
64,CCC(C(=O)NC(N)=O)c1ccccc1,SMILES,1,88
65,CC1NCCOC1c1ccccc1,SMILES,1,88
66,CC(COc1ccccc1)NN,SMILES,1,88
67,CN1C(=O)CC(c2ccccc2)C1=O,SMILES,1,88
68,O=C([O-])c1ccccc1Oc1ccccc1,SMILES,1,88
69,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,SMILES,1,88
70,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,SMILES,1,88
71,O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,SMILES,1,88
72,CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,SMILES,1,88
73,CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,SMILES,1,88
75,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,SMILES,1,88
76,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,SMILES,1,88
77,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,SMILES,1,88
78,CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2,SMILES,1,88
79,NC(=O)CN1CCCC1=O,SMILES,1,88
80,CN(C)CCC1(C)OCCC2=C1c1ccccc1C2,SMILES,1,88
81,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,SMILES,1,88
82,Cc1ccc2c(c1)c1c3n2CCNC3CCC1.[H+],SMILES,1,88
83,CC(C)(C)C(=O)NCCCC(=O)O,SMILES,1,88
85,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,SMILES,1,88
86,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1,SMILES,1,88
87,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,SMILES,1,88
88,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,SMILES,1,88
90,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,SMILES,1,88
91,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,SMILES,1,88
93,CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C,SMILES,1,88
94,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.[H+],SMILES,1,88
95,CNNCc1ccc(C(=O)NC(C)C)cc1,SMILES,1,88
96,CCC(OC(N)=O)C1CCCCC1,SMILES,1,88
98,NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,SMILES,1,88
99,CCCC(Cc1ccccc1)N1CCCC1,SMILES,1,88
100,CC(C)C1(C(C)C)OCC(CO)O1,SMILES,1,88
101,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,SMILES,1,88
102,[CH2-][CH-]C,SMILES,1,88
103,CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,SMILES,1,88
104,CC(C)c1cccc(C(C)C)c1O,SMILES,1,88
105,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,SMILES,1,88
106,CN(C)CCC=C1c2ccccc2Sc2ccccc21,SMILES,1,88
107,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,SMILES,1,88
108,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,SMILES,1,88
110,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,SMILES,1,88
111,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,SMILES,1,88
112,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,SMILES,1,88
113,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,SMILES,1,88
114,CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,SMILES,1,88
115,C#CCN[C@@H]1CCc2ccccc21,SMILES,1,88
117,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,SMILES,1,88
118,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,SMILES,1,88
119,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,SMILES,1,88
120,CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,SMILES,1,88
123,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,SMILES,1,88
124,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,SMILES,1,88
125,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,SMILES,1,88
127,O=C1CCN=C2CC(c3ccccc3)CN12,SMILES,1,88
128,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,SMILES,1,88
129,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,SMILES,1,88
130,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,SMILES,1,88
131,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,SMILES,1,88
132,Fc1cccc(Br)c1NC1=NCCN1,SMILES,1,88
135,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,SMILES,1,88
136,NC(=O)c1ccccc1O,SMILES,1,88
139,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,SMILES,1,88
140,C#CCN(C)[C@H](C)Cc1ccccc1,SMILES,1,88
141,COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,SMILES,1,88
142,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,SMILES,1,88
143,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,SMILES,1,88
146,CN1CCN(c2ccccc2Cc2ccccc2)CC1,SMILES,1,88
147,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,SMILES,1,88
148,Cc1cc(NC(=O)c2c(C)cccc2C)no1,SMILES,1,88
149,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,SMILES,1,88
150,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,SMILES,1,88
151,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,SMILES,1,88
152,C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,SMILES,1,88
154,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,SMILES,1,88
156,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,SMILES,1,88
157,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,SMILES,1,88
159,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,SMILES,1,88
160,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,SMILES,1,88
161,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,SMILES,1,88
162,CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,SMILES,1,88
164,Cn1nc(-c2cccc(F)c2)n(C)c1=S,SMILES,1,88
165,O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,SMILES,1,88
167,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,SMILES,1,88
168,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,SMILES,1,88
169,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,SMILES,1,88
172,O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,SMILES,1,88
173,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,SMILES,1,88
174,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,SMILES,1,88
175,CCCCCCSc1nsnc1C1=CCCN(C)C1,SMILES,1,88
177,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,SMILES,1,88
178,O=C1NCCNC1c1cccs1,SMILES,1,88
179,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,SMILES,1,88
180,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,SMILES,1,88
181,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,SMILES,1,88
182,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,SMILES,1,88
183,O=C1NC(=O)C2(CCc3ccccc3C2)N1,SMILES,1,88
184,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,SMILES,1,88
185,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,SMILES,1,88
186,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,SMILES,1,88
187,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,SMILES,1,88
188,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,SMILES,1,88
189,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,SMILES,1,88
190,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,SMILES,1,88
191,CN(C)C1=NC(=O)C(c2ccccc2)O1,SMILES,1,88
193,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,SMILES,1,88
194,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,SMILES,1,88
195,S=C1NCCC(COc2ccccc2)O1,SMILES,1,88
196,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.[H+],SMILES,1,88
198,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,SMILES,1,88
199,N=C1SCCN1c1ccc(Cl)cc1N,SMILES,1,88
200,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,SMILES,1,88
201,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,SMILES,1,88
202,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,SMILES,1,88
203,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,SMILES,1,88
204,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,SMILES,1,88
205,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SMILES,1,88
206,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,SMILES,1,88
207,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,SMILES,1,88
208,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS,SMILES,1,88
209,CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,SMILES,1,88
210,CNCCOC(c1ccccc1)c1ccccc1C,SMILES,1,88
211,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,SMILES,1,88
213,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,SMILES,1,88
215,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,SMILES,1,88
216,CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,SMILES,1,88
218,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,SMILES,1,88
219,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,SMILES,1,88
220,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.[H+],SMILES,1,88
221,CC1Oc2ccccc2CC1N(C)C,SMILES,1,88
222,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1.[H+],SMILES,1,88
223,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,SMILES,1,88
224,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,SMILES,1,88
225,OC(Br)(Br)CBr,SMILES,1,88
226,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,SMILES,1,88
227,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,SMILES,1,88
228,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,SMILES,1,88
229,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,SMILES,1,88
230,N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O,SMILES,1,88
231,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,SMILES,1,88
232,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,SMILES,1,88
233,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,SMILES,1,88
234,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,SMILES,1,88
235,CCOC(N)=O,SMILES,1,88
236,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,SMILES,1,88
238,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,SMILES,1,88
239,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,SMILES,1,88
240,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,SMILES,1,88
242,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,SMILES,1,88
243,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,SMILES,1,88
245,CCOc1ccccc1OCC1CNCCO1,SMILES,1,88
246,C=COC=C,SMILES,1,88
247,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,SMILES,1,88
248,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,SMILES,1,88
249,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,SMILES,1,88
250,Cc1cccc(C)c1NC1=NCCCS1,SMILES,1,88
253,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,SMILES,1,88
254,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,SMILES,1,88
255,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,SMILES,1,88
256,COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,SMILES,1,88
258,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,SMILES,1,88
259,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,SMILES,1,88
260,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,SMILES,1,88
261,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,SMILES,1,88
262,C=CCN1C(=O)C(CC(C)C)NC1=S,SMILES,1,88
263,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,SMILES,1,88
264,C=CCC(N)Cc1ccccc1,SMILES,1,88
266,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,SMILES,1,88
267,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,SMILES,1,88
268,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,SMILES,1,88
269,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,SMILES,1,88
270,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,SMILES,1,88
271,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,SMILES,1,88
272,Cc1cc(N(C)C)ccc1C[C@H](C)N,SMILES,1,88
273,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,SMILES,1,88
274,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,SMILES,1,88
275,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,SMILES,1,88
276,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,SMILES,1,88
277,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,SMILES,1,88
278,CN1CCN2c3ccccc3Cn3cccc3C2C1,SMILES,1,88
279,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,SMILES,1,88
280,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,SMILES,1,88
281,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,SMILES,1,88
282,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,SMILES,1,88
283,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,SMILES,1,88
284,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,SMILES,1,88
285,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,SMILES,1,88
286,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,SMILES,1,88
288,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,SMILES,1,88
289,O=C(OC1CN2CCC1CC2)c1ccccc1,SMILES,1,88
290,CNCC12CCC(c3ccccc31)c1ccccc12,SMILES,1,88
291,CC(Cc1ccccc1)N(C)Cc1ccccc1,SMILES,1,88
292,CCCN(c1ccncc1)n1ccc2ccccc21.[H+],SMILES,1,88
293,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,SMILES,1,88
294,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SMILES,1,88
295,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SMILES,1,88
296,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SMILES,1,88
297,CNCCCCOc1ccccc1Cc1ccccc1.[H+],SMILES,1,88
298,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,SMILES,1,88
300,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,SMILES,1,88
301,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,SMILES,1,88
302,CN(C)C(=O)CCNc1ccc(Br)cc1,SMILES,1,88
304,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,SMILES,1,88
305,CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,SMILES,1,88
306,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,SMILES,1,88
307,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,SMILES,1,88
308,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,SMILES,1,88
309,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,SMILES,1,88
311,CCCCNCC1COc2ccccc2O1,SMILES,1,88
312,CCOC(=O)NNC(C)c1ccccc1,SMILES,1,88
